Join_Count,TARGET_FID,STATION_ID,LATITUDE,LONGITUDE,FEATUREID,SOURCEFC,AreaSqKM
1,81,0090-02-2008,39.57120000000,-78.93550000000,14363172,NHDFlowline,2.17350000000
1,82,0090-03-2006,39.57940000000,-78.98780000000,14363188,NHDFlowline,4.11750000000
1,83,0090-03-2008,39.58880000000,-78.99690000000,14363188,NHDFlowline,4.11750000000
1,84,0092-01-2006,39.60380000000,-78.94590000000,14363126,NHDFlowline,1.62900000000
1,85,0092-02-2006,39.60970000000,-78.95970000000,14363074,NHDFlowline,4.67820000000
1,86,0092-03-2006,39.62470000000,-78.96500000000,14363072,NHDFlowline,7.55280000000
1,87,0093-01-2006,39.63900000000,-78.95330000000,14363042,NHDFlowline,8.23500000000
1,88,0093-02-2006,39.64890000000,-78.96140000000,14363042,NHDFlowline,8.23500000000
1,89,0093-04-2006,39.62720000000,-78.93940000000,14363040,NHDFlowline,2.28420000000
1,90,0094-01-2006,39.63860000000,-78.93370000000,14363012,NHDFlowline,4.15800000000
1,91,0094-01-2008,39.63840000000,-78.93330000000,14363040,NHDFlowline,2.28420000000
1,92,0094-02-2006,39.65000000000,-78.93690000000,14363012,NHDFlowline,4.15800000000
1,93,0094-02-2008,39.65750000000,-78.93960000000,14363012,NHDFlowline,4.15800000000
1,94,0094-03-2006,39.65780000000,-78.94000000000,14363012,NHDFlowline,4.15800000000
1,95,0100-01-2009,39.70008300000,-78.83923500000,14362912,NHDFlowline,5.96880000000
1,96,0100-03-2009,39.69690000000,-78.81321700000,14362912,NHDFlowline,5.96880000000
1,97,0106-01-2009,39.67996700000,-78.71660000000,14362948,NHDFlowline,10.26270000000
1,98,0106-02-2009,39.67285000000,-78.72390000000,14362948,NHDFlowline,10.26270000000
1,99,0106-03-2009,39.66723700000,-78.71915800000,14362948,NHDFlowline,10.26270000000
1,100,0107-02-2009,39.69936700000,-78.68143300000,14362890,NHDFlowline,4.27680000000
1,101,0129-01-2008,39.64390000000,-78.56240000000,8431258,NHDFlowline,2.29320000000
1,102,0129-02-2008,39.65380000000,-78.56640000000,8431232,NHDFlowline,1.97370000000
1,103,0130-01-2008,39.66310000000,-78.61150000000,8431180,NHDFlowline,0.00900000000
1,104,0130-02-2008,39.66400000000,-78.61750000000,8431172,NHDFlowline,2.44530000000
1,105,0130-03-2008,39.65110000000,-78.63830000000,8431230,NHDFlowline,3.27780000000
1,106,0134-01-2009,39.65563800000,-78.45063000000,8431358,NHDFlowline,16.54110000000
1,107,0134-02-2009,39.65128200000,-78.45601900000,8431358,NHDFlowline,16.54110000000
1,108,0134-03-2009,39.60353800000,-78.48459500000,8431358,NHDFlowline,16.54110000000
1,109,0135-01-2009,39.65665000000,-78.40276700000,8431216,NHDFlowline,3.26160000000
1,110,0135-01-2010,39.63928500000,-78.39080500000,8431272,NHDFlowline,2.56680000000
1,111,0135-02-2009,39.65471700000,-78.39638300000,8431250,NHDFlowline,1.65870000000
1,112,0135-02-2010,39.64063100000,-78.40069900000,8431274,NHDFlowline,4.53420000000
1,113,0135-03-2009,39.64055000000,-78.39888300000,8431274,NHDFlowline,4.53420000000
1,114,0135-03-2010,39.65496000000,-78.39669900000,8431250,NHDFlowline,1.65870000000
1,115,0135-91-2010,39.63919700000,-78.39073200000,8431272,NHDFlowline,2.56680000000
1,116,0135-92-2010,39.64073700000,-78.40077200000,8431274,NHDFlowline,4.53420000000
1,117,0136-01-2009,39.65260000000,-78.48053300000,8431220,NHDFlowline,0.04860000000
1,118,0136-02-2009,39.66166700000,-78.49125000000,8431618,NHDFlowline,1.54800000000
1,119,0136-03-2009,39.63881700000,-78.50950000000,8431278,NHDFlowline,3.79440000000
1,120,0137-01-2009,39.69516700000,-78.44950000000,8431092,NHDFlowline,1.21320000000
1,121,0137-01-2010,39.69400800000,-78.44977800000,8431090,NHDFlowline,3.38850000000
1,122,0137-02-2009,39.68661100000,-78.45484400000,8431142,NHDFlowline,3.91230000000
1,123,0137-02-2010,39.68617100000,-78.45488400000,8431142,NHDFlowline,3.91230000000
1,124,0137-03-2010,39.66524900000,-78.46402100000,8431158,NHDFlowline,0.22140000000
1,125,0137-91-2009,39.69516700000,-78.44950000000,8431092,NHDFlowline,1.21320000000
1,126,0137-91-2010,39.69384200000,-78.44936100000,8431090,NHDFlowline,3.38850000000
1,127,0137-92-2009,39.68661100000,-78.45484400000,8431142,NHDFlowline,3.91230000000
1,128,0137-92-2010,39.68607400000,-78.45482200000,8431142,NHDFlowline,3.91230000000
1,129,0137-93-2010,39.66534500000,-78.46412300000,8431158,NHDFlowline,0.22140000000
1,130,0138-01-2009,39.65396700000,-78.47890000000,8431218,NHDFlowline,1.08810000000
1,131,0138-02-2009,39.66590000000,-78.49756700000,8431154,NHDFlowline,0.45360000000
1,132,0138-03-2009,39.66758700000,-78.52864600000,8431616,NHDFlowline,3.27240000000
1,133,0139-01-2006,39.69280000000,-78.50530000000,8431610,NHDFlowline,5.74830000000
1,134,0139-01-2009,39.67715000000,-78.47066700000,8431132,NHDFlowline,1.84680000000
1,135,0139-02-2006,39.68320000000,-78.49470000000,8431610,NHDFlowline,5.74830000000
1,136,0139-02-2009,39.68010000000,-78.49793300000,8431612,NHDFlowline,3.42000000000
1,137,0139-03-2006,39.67720000000,-78.51320000000,8431612,NHDFlowline,3.42000000000
1,138,0139-03-2009,39.68421600000,-78.49556200000,8431610,NHDFlowline,5.74830000000
1,139,0139-04-2006,39.68140000000,-78.48800000000,8431132,NHDFlowline,1.84680000000
1,140,0139-05-2006,39.68000000000,-78.48050000000,8431132,NHDFlowline,1.84680000000
1,141,0140-01-2006,39.65720000000,-78.42940000000,8431194,NHDFlowline,12.50010000000
1,142,0140-01-2009,39.69058400000,-78.42700200000,8431194,NHDFlowline,12.50010000000
1,143,0140-01-2010,39.69201600000,-78.42595700000,8431194,NHDFlowline,12.50010000000
1,144,0140-02-2006,39.69190000000,-78.42640000000,8431194,NHDFlowline,12.50010000000
1,145,0140-02-2009,39.65721700000,-78.42943300000,8431194,NHDFlowline,12.50010000000
1,146,0140-02-2010,39.65752300000,-78.42901900000,8431194,NHDFlowline,12.50010000000
1,147,0140-03-2006,39.69060000000,-78.42720000000,8431194,NHDFlowline,12.50010000000
1,148,0140-03-2009,39.65925000000,-78.42913300000,8431194,NHDFlowline,12.50010000000
1,149,0140-03-2010,39.66140000000,-78.42929600000,8431194,NHDFlowline,12.50010000000
1,150,0140-91-2009,39.69061700000,-78.42690000000,8431194,NHDFlowline,12.50010000000
1,151,0140-91-2010,39.69191900000,-78.42600500000,8431194,NHDFlowline,12.50010000000
1,152,0140-92-2009,39.65721700000,-78.42943300000,8431194,NHDFlowline,12.50010000000
1,153,0140-92-2010,39.65746300000,-78.42895400000,8431194,NHDFlowline,12.50010000000
1,154,0140-93-2010,39.66156600000,-78.42939200000,8431194,NHDFlowline,12.50010000000
1,155,0143-01-2010,39.68160000000,-78.47111700000,8431118,NHDFlowline,3.62250000000
1,156,0143-02-2010,39.68774700000,-78.47807700000,8431118,NHDFlowline,3.62250000000
1,157,0143-03-2010,39.69252200000,-78.48504900000,8431118,NHDFlowline,3.62250000000
1,158,0144-01-2006,39.69500000000,-78.45530000000,8431096,NHDFlowline,0.71730000000
1,159,0144-01-2009,39.69500000000,-78.45528300000,8431096,NHDFlowline,0.71730000000
1,160,0144-01-2010,39.69517000000,-78.45542300000,8431096,NHDFlowline,0.71730000000
1,161,0144-02-2006,39.69690000000,-78.46080000000,8431096,NHDFlowline,0.71730000000
1,162,0144-02-2009,39.69971700000,-78.47860000000,8431088,NHDFlowline,1.90440000000
1,163,0144-02-2010,39.69975400000,-78.47922400000,8431088,NHDFlowline,1.90440000000
1,164,0144-03-2006,39.69970000000,-78.47860000000,8431088,NHDFlowline,1.90440000000
1,165,0144-03-2009,39.71195000000,-78.47666700000,8431062,NHDFlowline,3.65040000000
1,166,0144-03-2010,39.71139900000,-78.47662300000,8431062,NHDFlowline,3.65040000000
1,167,0144-04-2006,39.70670000000,-78.48390000000,8431070,NHDFlowline,1.50300000000
1,168,0144-05-2006,39.71190000000,-78.47670000000,8431062,NHDFlowline,3.65040000000
1,169,0144-91-2009,39.69500000000,-78.45528300000,8431096,NHDFlowline,0.71730000000
1,170,0144-91-2010,39.69523400000,-78.45549200000,8431096,NHDFlowline,0.71730000000
1,171,0144-92-2009,39.69971700000,-78.47860000000,8431088,NHDFlowline,1.90440000000
1,172,0144-92-2010,39.69968400000,-78.47931900000,8431088,NHDFlowline,1.90440000000
1,173,0144-93-2009,39.71195000000,-78.47666700000,8431062,NHDFlowline,3.65040000000
1,174,0144-93-2010,39.71141600000,-78.47667100000,8431062,NHDFlowline,3.65040000000
1,175,0146-01-2006,39.71220000000,-78.44660000000,8431026,NHDFlowline,5.38380000000
1,176,0146-02-2006,39.71250000000,-78.44690000000,8431026,NHDFlowline,5.38380000000
1,177,0147-01-2010,39.72162800000,-78.40207200000,8431046,NHDFlowline,4.56480000000
1,178,0147-02-2010,39.71887900000,-78.40370500000,8431046,NHDFlowline,4.56480000000
1,179,0147-03-2010,39.71391900000,-78.40665800000,8431046,NHDFlowline,4.56480000000
1,180,0148-02-2008,39.66050000000,-78.36350000000,8431622,NHDFlowline,7.54560000000
1,181,0148-03-2008,39.65110000000,-78.35030000000,8431622,NHDFlowline,7.54560000000
1,182,0150-01-2008,39.70500000000,-78.36090000000,8431056,NHDFlowline,5.48820000000
1,183,0150-02-2008,39.70650000000,-78.33800000000,8431068,NHDFlowline,1.71180000000
1,184,0150-03-2008,39.68870000000,-78.35010000000,8431608,NHDFlowline,1.35180000000
1,185,0153-01-2010,39.68735800000,-78.25472700000,5893282,NHDFlowline,4.25880000000
1,186,0153-02-2010,39.70225000000,-78.27260000000,5893278,NHDFlowline,5.49270000000
1,187,0153-03-2010,39.69915000000,-78.26768300000,5893278,NHDFlowline,5.49270000000
1,188,0154-01-2010,39.70160000000,-78.18908300000,5893274,NHDFlowline,5.97330000000
1,189,0154-02-2010,39.70758300000,-78.19971700000,5893274,NHDFlowline,5.97330000000
1,190,0154-03-2010,39.70510000000,-78.19356700000,5893274,NHDFlowline,5.97330000000
1,191,0155-03-2010,39.71700000000,-78.17455000000,5893276,NHDFlowline,2.61000000000
1,192,0157-01-2010,39.69040000000,-78.13343300000,5893284,NHDFlowline,0.98730000000
1,193,0157-02-2010,39.70175000000,-78.14128300000,5892820,NHDFlowline,2.43990000000
1,194,0157-03-2010,39.70795000000,-78.13480000000,5892820,NHDFlowline,2.43990000000
1,195,0181-01-2010,39.67753600000,-77.78928100000,5891324,NHDFlowline,11.98440000000
1,196,0181-02-2009,39.69210200000,-77.74078400000,5891324,NHDFlowline,11.98440000000
1,197,0181-03-2009,39.67888500000,-77.81337600000,5891330,NHDFlowline,3.12300000000
1,198,0182-01-2009,39.71103600000,-77.78574000000,5891214,NHDFlowline,1.37520000000
1,199,0182-02-2009,39.70459900000,-77.80971000000,5891248,NHDFlowline,2.99880000000
1,200,0185-01-2008,39.55010000000,-77.76460000000,5891638,NHDFlowline,17.29350000000
1,201,0185-02-2008,39.53880000000,-77.77160000000,5891692,NHDFlowline,8.49060000000
1,202,0185-03-2008,39.52020000000,-77.77130000000,5891692,NHDFlowline,8.49060000000
1,203,0187-01-2006,39.43450000000,-77.70390000000,5894416,NHDFlowline,11.22930000000
1,204,0187-01-2009,39.42890000000,-77.72365000000,5894378,NHDFlowline,1.81080000000
1,205,0187-02-2006,39.43330000000,-77.71050000000,5894416,NHDFlowline,11.22930000000
1,206,0187-02-2009,39.43546700000,-77.69490000000,5894416,NHDFlowline,11.22930000000
1,207,0187-03-2006,39.42970000000,-77.72610000000,5894378,NHDFlowline,1.81080000000
1,208,0187-03-2009,39.40627400000,-77.70207300000,5894416,NHDFlowline,11.22930000000
1,209,0187-04-2006,39.41750000000,-77.69520000000,5894416,NHDFlowline,11.22930000000
1,210,0187-05-2006,39.42790000000,-77.69090000000,5894416,NHDFlowline,11.22930000000
1,211,0188-01-2006,39.53750000000,-77.71140000000,5891644,NHDFlowline,10.03230000000
1,212,0188-02-2006,39.52780000000,-77.72740000000,5891698,NHDFlowline,6.39360000000
1,213,0188-03-2006,39.48690000000,-77.71420000000,5894246,NHDFlowline,0.12060000000
1,214,0188-04-2006,39.44940000000,-77.72860000000,5894726,NHDFlowline,5.95350000000
1,215,0188-05-2006,39.46530000000,-77.72500000000,5894320,NHDFlowline,1.50570000000
1,216,0189-01-2006,39.43970000000,-77.67010000000,5894356,NHDFlowline,2.53710000000
1,217,0189-02-2006,39.44020000000,-77.67190000000,5894356,NHDFlowline,2.53710000000
1,218,0189-03-2006,39.43840000000,-77.67840000000,5894398,NHDFlowline,4.95630000000
1,219,0189-04-2006,39.45940000000,-77.67760000000,5894316,NHDFlowline,1.00980000000
1,220,0189-05-2006,39.45190000000,-77.65810000000,5894344,NHDFlowline,3.45150000000
1,221,0190-01-2006,39.47110000000,-77.62810000000,5894298,NHDFlowline,5.35770000000
1,222,0190-02-2006,39.46600000000,-77.64790000000,5894328,NHDFlowline,1.66770000000
1,223,0190-03-2006,39.48110000000,-77.67060000000,5894264,NHDFlowline,3.75210000000
1,224,0190-04-2006,39.47620000000,-77.67400000000,5894274,NHDFlowline,0.78840000000
1,225,0190-05-2006,39.46790000000,-77.66220000000,5894294,NHDFlowline,1.55880000000
1,226,0191-01-2006,39.49650000000,-77.64320000000,5894252,NHDFlowline,3.76920000000
1,227,0191-02-2006,39.49830000000,-77.67690000000,5894240,NHDFlowline,1.14300000000
1,228,0192-01-2006,39.55060000000,-77.66890000000,5891622,NHDFlowline,12.41370000000
1,229,0192-02-2006,39.55750000000,-77.64720000000,5891622,NHDFlowline,12.41370000000
1,230,0192-03-2006,39.54830000000,-77.62000000000,5891630,NHDFlowline,2.64690000000
1,231,0192-04-2006,39.55530000000,-77.63190000000,5891618,NHDFlowline,1.95750000000
1,232,0192-05-2006,39.55890000000,-77.61880000000,5891614,NHDFlowline,2.62350000000
1,233,0193-01-2006,39.58060000000,-77.63330000000,5891562,NHDFlowline,1.29510000000
1,234,0193-02-2006,39.58170000000,-77.62360000000,5891580,NHDFlowline,6.86520000000
1,235,0193-03-2006,39.58220000000,-77.60630000000,5891580,NHDFlowline,6.86520000000
1,236,0193-04-2006,39.56440000000,-77.61690000000,5891600,NHDFlowline,3.02670000000
1,237,0194-01-2006,39.59610000000,-77.62830000000,5891554,NHDFlowline,3.99870000000
1,238,0194-01-2009,39.60168300000,-77.62196700000,5891510,NHDFlowline,0.49860000000
1,239,0194-01-2010,39.58781700000,-77.63935000000,5891554,NHDFlowline,3.99870000000
1,240,0194-02-2006,39.59690000000,-77.63080000000,5891554,NHDFlowline,3.99870000000
1,241,0194-02-2009,39.60500000000,-77.60518300000,5891514,NHDFlowline,3.30840000000
1,242,0194-02-2010,39.59635000000,-77.60085000000,5891530,NHDFlowline,2.88990000000
1,243,0194-03-2006,39.62440000000,-77.60720000000,5891504,NHDFlowline,5.44950000000
1,244,0194-03-2009,39.58505900000,-77.64226400000,5891554,NHDFlowline,3.99870000000
1,245,0194-03-2010,39.64396700000,-77.56535000000,5891452,NHDFlowline,12.73230000000
1,246,0194-04-2006,39.62610000000,-77.60780000000,5891452,NHDFlowline,12.73230000000
1,247,0195-01-2010,39.55108300000,-77.68116700000,5891620,NHDFlowline,7.13520000000
1,248,0195-02-2010,39.54360000000,-77.69403300000,5891648,NHDFlowline,4.37760000000
1,249,0195-03-2010,39.57885000000,-77.65523300000,5891620,NHDFlowline,7.13520000000
1,250,0196-01-2009,39.60721700000,-77.66263300000,5891532,NHDFlowline,9.86580000000
1,251,0196-02-2009,39.57148300000,-77.68935000000,5891576,NHDFlowline,3.18870000000
1,252,0197-01-2009,39.59460900000,-77.71111200000,5891528,NHDFlowline,0.05580000000
1,253,0197-02-2009,39.58292000000,-77.70259100000,5891578,NHDFlowline,4.35960000000
1,254,0197-03-2009,39.63057200000,-77.70658000000,5891522,NHDFlowline,23.10030000000
1,255,0197-21-2010,39.60511300000,-77.70542000000,5891522,NHDFlowline,23.10030000000
1,256,0198-02-2009,39.67670000000,-77.64321700000,5891344,NHDFlowline,1.93950000000
1,257,0198-03-2009,39.65268300000,-77.66535000000,5891382,NHDFlowline,2.79180000000
1,258,0199-01-2009,39.64877200000,-77.70202200000,5891428,NHDFlowline,14.74020000000
1,259,0199-03-2009,39.63700000000,-77.70336700000,5891428,NHDFlowline,14.74020000000
1,260,02-002,39.01920000000,-76.74858000000,11906316,NHDFlowline,3.07620000000
1,261,02-019,39.03914000000,-76.81081000000,11906004,NHDFlowline,1.21860000000
1,262,02-032A,39.06863000000,-76.84668000000,11906224,NHDFlowline,2.91150000000
1,263,02-032B,39.06291000000,-76.85946000000,11906226,NHDFlowline,1.28430000000
1,264,02-034B,39.10892000000,-76.84922000000,11906190,NHDFlowline,7.48890000000
1,265,02-036,39.02649000000,-76.76083000000,11906300,NHDFlowline,1.34370000000
1,266,0200-01-2006,39.65810000000,-77.57190000000,5891400,NHDFlowline,2.13930000000
1,267,0200-01-2009,39.68280000000,-77.62943300000,5891320,NHDFlowline,3.74400000000
1,268,0200-02-2006,39.66530000000,-77.59170000000,5891366,NHDFlowline,4.70970000000
1,269,0200-02-2009,39.68040000000,-77.60680000000,5891354,NHDFlowline,1.57050000000
1,270,0200-03-2009,39.66692800000,-77.60557300000,5891384,NHDFlowline,1.68390000000
1,271,0201-01-2006,39.64860000000,-77.52910000000,5891402,NHDFlowline,6.07320000000
1,272,0201-01-2009,39.66343800000,-77.53523200000,5891374,NHDFlowline,1.31490000000
1,273,0201-02-2006,39.66860000000,-77.52580000000,5891372,NHDFlowline,2.05020000000
1,274,0201-02-2009,39.68125000000,-77.57575000000,5891362,NHDFlowline,6.42960000000
1,275,0201-03-2006,39.68340000000,-77.55890000000,5891336,NHDFlowline,6.73920000000
1,276,0201-03-2009,39.68173300000,-77.60376700000,5891318,NHDFlowline,2.95290000000
1,277,0201-04-2006,39.66600000000,-77.54870000000,5891362,NHDFlowline,6.42960000000
1,278,0202-01-2009,39.65333300000,-77.68893300000,5891390,NHDFlowline,18.40410000000
1,279,0202-02-2009,39.69058300000,-77.69055000000,5891270,NHDFlowline,4.45590000000
1,280,0202-03-2009,39.69905000000,-77.68070000000,5891268,NHDFlowline,1.62180000000
1,281,0205-01-2009,39.71440000000,-77.49606000000,5891826,NHDFlowline,10.84590000000
1,282,0205-02-2009,39.70526500000,-77.49921800000,5891826,NHDFlowline,10.84590000000
1,283,0205-03-2009,39.69663900000,-77.50372600000,5891826,NHDFlowline,10.84590000000
1,284,0207-01-2010,39.38348300000,-77.66608300000,4505384,NHDFlowline,33.68700000000
1,285,0207-02-2010,39.36101700000,-77.68026700000,4505384,NHDFlowline,33.68700000000
1,286,0207-03-2010,39.32919900000,-77.68473500000,4505384,NHDFlowline,33.68700000000
1,287,0208-01-2010,39.35967300000,-77.63769700000,4505330,NHDFlowline,3.21120000000
1,288,0208-02-2010,39.33495800000,-77.61363500000,4505402,NHDFlowline,3.46230000000
1,289,0209-02-2010,39.30602500000,-77.55541000000,4505492,NHDFlowline,0.38970000000
1,290,0210-01-2007,39.27610000000,-77.52220000000,4505558,NHDFlowline,2.02500000000
1,291,0210-02-2007,39.27270000000,-77.52490000000,4505566,NHDFlowline,0.66870000000
1,292,0210-03-2007,39.28410000000,-77.53030000000,4505560,NHDFlowline,0.58050000000
1,293,0211-01-2007,39.32030000000,-77.49780000000,4507142,NHDFlowline,1.70730000000
1,294,0211-02-2007,39.25120000000,-77.48030000000,4507172,NHDFlowline,7.49520000000
1,295,0211-03-2007,39.30770000000,-77.49200000000,4505508,NHDFlowline,1.38150000000
1,296,0215-01-2009,39.42858300000,-77.55693300000,4505256,NHDFlowline,3.53340000000
1,297,0215-02-2009,39.41988300000,-77.57128300000,4505258,NHDFlowline,5.15250000000
1,298,0215-03-2009,39.39538300000,-77.56256700000,4505282,NHDFlowline,4.64310000000
1,299,0216-01-2009,39.41108300000,-77.55771700000,4505272,NHDFlowline,0.75960000000
1,300,0216-02-2009,39.44515000000,-77.51405000000,4505244,NHDFlowline,2.81700000000
1,301,0216-03-2009,39.43951700000,-77.53565000000,4505250,NHDFlowline,2.79630000000
